Period,Region,Product,Pipeline,Railway,Marine,Truck
12/1/1996,Canada,Propane,518387,227338,NULL,123154
1/1/1997,Canada,Propane,486795,205955,NULL,145201
2/1/1997,Canada,Propane,450699,205764,NULL,121914
3/1/1997,Canada,Propane,348823,164256,NULL,107129
4/1/1997,Canada,Propane,323331,112529,NULL,70259
5/1/1997,Canada,Propane,326695,92205,NULL,47652
6/1/1997,Canada,Propane,314446,61123,NULL,32471
7/1/1997,Canada,Propane,336924,78501,NULL,48921
8/1/1997,Canada,Propane,402631,80102,NULL,57164
9/1/1997,Canada,Propane,357752,114666,NULL,56896
10/1/1997,Canada,Propane,372251,149318,NULL,60834
11/1/1997,Canada,Propane,447759,190068,NULL,75999
12/1/1997,Canada,Propane,511433,266839,NULL,101385
1/1/1998,Canada,Propane,534685,259016,NULL,120390
2/1/1998,Canada,Propane,436767,226918,NULL,90107
3/1/1998,Canada,Propane,419860,201564,NULL,95557
4/1/1998,Canada,Propane,472155,184378,NULL,71812
5/1/1998,Canada,Propane,528105,140549,NULL,44314
6/1/1998,Canada,Propane,451557,148358,NULL,39037
7/1/1998,Canada,Propane,534599,139376,2646,43226
8/1/1998,Canada,Propane,431017,119356,1890,56536
9/1/1998,Canada,Propane,368754,155205,2117,77104
10/1/1998,Canada,Propane,416183,247796,NULL,106475
11/1/1998,Canada,Propane,459975,301735,NULL,123271
12/1/1998,Canada,Propane,435023,379733,NULL,147768
1/1/1999,Canada,Propane,486728,490646,NULL,187136
2/1/1999,Canada,Propane,447601,346298,NULL,129171
3/1/1999,Canada,Propane,347578,300545,NULL,137928
4/1/1999,Canada,Propane,409363,237691,NULL,83813
5/1/1999,Canada,Propane,371622,112255,NULL,58263
6/1/1999,Canada,Propane,332359,138687,NULL,48595
7/1/1999,Canada,Propane,327580,146101,NULL,49116
8/1/1999,Canada,Propane,392655,135465,NULL,68383
9/1/1999,Canada,Propane,328820,176603,NULL,86564
10/1/1999,Canada,Propane,384369,295271,NULL,123565
11/1/1999,Canada,Propane,424391,404933,NULL,115596
12/1/1999,Canada,Propane,348755,442721,NULL,173683
1/1/2000,Canada,Propane,554068,499497,NULL,201875
2/1/2000,Canada,Propane,434240,487669,NULL,197588
3/1/2000,Canada,Propane,324609,299369,NULL,125744
4/1/2000,Canada,Propane,336125,191140,NULL,80974
5/1/2000,Canada,Propane,289283,159455,NULL,71884
6/1/2000,Canada,Propane,362147,135447,NULL,53599
7/1/2000,Canada,Propane,398641,112056,NULL,49651
8/1/2000,Canada,Propane,343463,136606,NULL,89620
9/1/2000,Canada,Propane,353032,175891,NULL,90165
10/1/2000,Canada,Propane,321688,299286,NULL,94673
11/1/2000,Canada,Propane,393655,413758,NULL,153457
12/1/2000,Canada,Propane,497094,534083,NULL,228074
1/1/2001,Canada,Propane,472857,623774,NULL,216966
2/1/2001,Canada,Propane,421757,482378,NULL,169415
3/1/2001,Canada,Propane,291459,362037,NULL,148194
4/1/2001,Canada,Propane,259975,252577,NULL,107090
5/1/2001,Canada,Propane,162773,149348,NULL,51644
6/1/2001,Canada,Propane,137591,111940,NULL,48064
7/1/2001,Canada,Propane,241346,110338,NULL,53184
8/1/2001,Canada,Propane,219348,149723,NULL,67318
9/1/2001,Canada,Propane,208973,165802,NULL,66808
10/1/2001,Canada,Propane,313294,241113,NULL,96132
11/1/2001,Canada,Propane,374014,321344,NULL,119083
12/1/2001,Canada,Propane,367993,385749,NULL,138733
1/1/2002,Canada,Propane,431083,502889,NULL,181164
2/1/2002,Canada,Propane,400872,387848,NULL,133516
3/1/2002,Canada,Propane,310159,319246,NULL,147109
4/1/2002,Canada,Propane,398095,191388,NULL,109528
5/1/2002,Canada,Propane,334379,123981,NULL,80717
6/1/2002,Canada,Propane,223931,138057,NULL,55893
7/1/2002,Canada,Propane,429652,135562,NULL,58886
8/1/2002,Canada,Propane,322694,156066,NULL,84402
9/1/2002,Canada,Propane,265174,225705,NULL,87965
10/1/2002,Canada,Propane,306886,275530,NULL,121118
11/1/2002,Canada,Propane,430880,390715,NULL,158318
12/1/2002,Canada,Propane,477203,579168,NULL,209785
1/1/2003,Canada,Propane,521771,576259,NULL,228590
2/1/2003,Canada,Propane,408069,482953,NULL,204316
3/1/2003,Canada,Propane,344267,413237,NULL,144666
4/1/2003,Canada,Propane,124290,181611,NULL,96093
5/1/2003,Canada,Propane,142835,133832,NULL,59258
6/1/2003,Canada,Propane,121521,106610,NULL,65638
7/1/2003,Canada,Propane,165456,136004,NULL,50329
8/1/2003,Canada,Propane,148393,146034,NULL,69595
9/1/2003,Canada,Propane,250492,141434,NULL,86154
10/1/2003,Canada,Propane,315188,246390,NULL,117282
11/1/2003,Canada,Propane,296619,375725,NULL,141263
12/1/2003,Canada,Propane,327035,562763,NULL,198784
1/1/2004,Canada,Propane,514815,589789,NULL,213052
2/1/2004,Canada,Propane,495870,561114,NULL,185292
3/1/2004,Canada,Propane,406432,387328,NULL,112177
4/1/2004,Canada,Propane,270865,189501,NULL,81154
5/1/2004,Canada,Propane,235167,153689,NULL,54679
6/1/2004,Canada,Propane,191315,120823,NULL,37439
7/1/2004,Canada,Propane,297992,106192,NULL,41969
8/1/2004,Canada,Propane,254721,158283,NULL,78654
9/1/2004,Canada,Propane,233783,206795,NULL,80332
10/1/2004,Canada,Propane,397758,299004,NULL,86738
11/1/2004,Canada,Propane,371145,373999,NULL,104369
12/1/2004,Canada,Propane,339894,406778,NULL,146743
1/1/2005,Canada,Propane,452873,449487,NULL,151142
2/1/2005,Canada,Propane,417746,381038,NULL,127554
3/1/2005,Canada,Propane,314442,266373,NULL,118838
4/1/2005,Canada,Propane,246339,186754,NULL,71165
5/1/2005,Canada,Propane,227808,113316,NULL,46802
6/1/2005,Canada,Propane,246869,93373,NULL,36456
7/1/2005,Canada,Propane,226928,106709,NULL,43006
8/1/2005,Canada,Propane,246554,116255,NULL,47857
9/1/2005,Canada,Propane,235829,186746,NULL,61195
10/1/2005,Canada,Propane,371130,236005,NULL,75788
11/1/2005,Canada,Propane,275109,317239,NULL,72418
12/1/2005,Canada,Propane,331799,381778,NULL,151189
1/1/2006,Canada,Propane,358962,418310,NULL,122657
2/1/2006,Canada,Propane,297023,334715,NULL,130006
3/1/2006,Canada,Propane,301731,267461,NULL,129197
4/1/2006,Canada,Propane,264917,185365,NULL,89028
5/1/2006,Canada,Propane,206129,92490,NULL,35365
6/1/2006,Canada,Propane,150266,69429,NULL,34658
7/1/2006,Canada,Propane,118796,92515,NULL,34750
8/1/2006,Canada,Propane,180535,109559,NULL,57984
9/1/2006,Canada,Propane,162515,128280,NULL,75688
10/1/2006,Canada,Propane,257030,239075,NULL,103216
11/1/2006,Canada,Propane,369986,353664,NULL,123580
12/1/2006,Canada,Propane,427015,415044,NULL,143529
1/1/2007,Canada,Propane,368862,470094,NULL,122795
2/1/2007,Canada,Propane,389273,387769,NULL,140568
3/1/2007,Canada,Propane,285839,304511,NULL,111407
4/1/2007,Canada,Propane,190319,155663,NULL,59961
5/1/2007,Canada,Propane,164569,91938,NULL,47870
6/1/2007,Canada,Propane,129577,74967,NULL,27051
7/1/2007,Canada,Propane,219085,84759,NULL,35075
8/1/2007,Canada,Propane,225223,119780,NULL,54907
9/1/2007,Canada,Propane,310627,149343,NULL,53801
10/1/2007,Canada,Propane,289740,273771,NULL,69125
11/1/2007,Canada,Propane,233911,313037,NULL,72767
12/1/2007,Canada,Propane,249823,397765,NULL,108682
1/1/2008,Canada,Propane,266402,497392,NULL,112151
2/1/2008,Canada,Propane,278941,445625,NULL,102954
3/1/2008,Canada,Propane,240937,296688,NULL,79890
4/1/2008,Canada,Propane,173084,130895,NULL,57709
5/1/2008,Canada,Propane,195682,98173,NULL,42639
6/1/2008,Canada,Propane,203570,98537,NULL,28990
7/1/2008,Canada,Propane,270378,113271,NULL,28295
8/1/2008,Canada,Propane,181542,103098,NULL,25823
9/1/2008,Canada,Propane,249235,146361,NULL,30759
10/1/2008,Canada,Propane,220520,219724,NULL,45845
11/1/2008,Canada,Propane,312134,305682,NULL,61975
12/1/2008,Canada,Propane,325753,328410,NULL,85058
1/1/2009,Canada,Propane,331641,433026,NULL,109247
2/1/2009,Canada,Propane,251206,389933,NULL,93463
3/1/2009,Canada,Propane,174487,265283,NULL,72864
4/1/2009,Canada,Propane,135408,108802,NULL,36230
5/1/2009,Canada,Propane,139122,89875,NULL,25675
6/1/2009,Canada,Propane,173021,89074,NULL,23949
7/1/2009,Canada,Propane,192028,92569,NULL,22325
8/1/2009,Canada,Propane,178416,121269,NULL,26972
9/1/2009,Canada,Propane,141585,137021,NULL,30622
10/1/2009,Canada,Propane,193103,246960,NULL,47891
11/1/2009,Canada,Propane,371812,353193,NULL,56105
12/1/2009,Canada,Propane,227258,361864,NULL,77066
1/1/2010,Canada,Propane,212662,430846,NULL,86260
2/1/2010,Canada,Propane,182401,321372,NULL,68172
3/1/2010,Canada,Propane,168795,204462,NULL,45688
4/1/2010,Canada,Propane,84046,92398,NULL,33749
5/1/2010,Canada,Propane,105573,75552,NULL,24996
6/1/2010,Canada,Propane,147218,72939,NULL,23708
7/1/2010,Canada,Propane,85626,81866,NULL,24034
8/1/2010,Canada,Propane,110692,93470,NULL,24500
9/1/2010,Canada,Propane,133667,167946,NULL,39925
10/1/2010,Canada,Propane,120653,234382,NULL,42519
11/1/2010,Canada,Propane,177562,276257,NULL,52882
12/1/2010,Canada,Propane,208315,355473,NULL,79843
1/1/2011,Canada,Propane,234331,365390,NULL,86379
2/1/2011,Canada,Propane,194036,299058,NULL,92541
3/1/2011,Canada,Propane,163798,253565,NULL,54663
4/1/2011,Canada,Propane,137963,101129,NULL,59683
5/1/2011,Canada,Propane,81730,94892,NULL,35196
6/1/2011,Canada,Propane,81620,94155,NULL,25056
7/1/2011,Canada,Propane,46076,75632,NULL,19392
8/1/2011,Canada,Propane,119721,107632,NULL,22754
9/1/2011,Canada,Propane,161583,168832,NULL,39970
10/1/2011,Canada,Propane,144120,230152,NULL,33464
11/1/2011,Canada,Propane,115875,323329,NULL,60392
12/1/2011,Canada,Propane,146721,386000,NULL,69737
1/1/2012,Canada,Propane,234816,399558,NULL,77466
2/1/2012,Canada,Propane,209777,363707,NULL,74043
3/1/2012,Canada,Propane,106680,241908,NULL,67922
4/1/2012,Canada,Propane,108270,151182,NULL,33453
5/1/2012,Canada,Propane,108620,172600,NULL,29134
6/1/2012,Canada,Propane,114569,194144,NULL,17293
7/1/2012,Canada,Propane,73635,213583,NULL,19490
8/1/2012,Canada,Propane,109824,203873,NULL,27253
9/1/2012,Canada,Propane,154113,229506,NULL,33379
10/1/2012,Canada,Propane,110749,335805,NULL,44635
11/1/2012,Canada,Propane,146257,497108,NULL,67806
12/1/2012,Canada,Propane,152565,529442,NULL,76648
1/1/2013,Canada,Propane,188923,572756,NULL,100522
2/1/2013,Canada,Propane,113779,476271,NULL,81527
3/1/2013,Canada,Propane,99926,365369,NULL,64390
4/1/2013,Canada,Propane,154870,191433,NULL,48516
5/1/2013,Canada,Propane,113080,153643,NULL,26833
6/1/2013,Canada,Propane,149964,109510,NULL,25783
7/1/2013,Canada,Propane,158543,86949,NULL,19530
8/1/2013,Canada,Propane,223524,108640,NULL,23800
9/1/2013,Canada,Propane,105019,153332,NULL,33416
10/1/2013,Canada,Propane,222751,292493,NULL,55569
11/1/2013,Canada,Propane,224319,374203,NULL,94207
12/1/2013,Canada,Propane,97617,394696,NULL,111723
1/1/2014,Canada,Propane,262090,394911,NULL,113182
2/1/2014,Canada,Propane,166791,335611,NULL,92797
3/1/2014,Canada,Propane,99167,345763,NULL,74881
4/1/2014,Canada,Propane,50235,161746,NULL,49666
5/1/2014,Canada,Propane,96160,181175,NULL,41506
6/1/2014,Canada,Propane,52178,197918,NULL,30951
7/1/2014,Canada,Propane,79518,199369,NULL,31904
8/1/2014,Canada,Propane,77813,220364,NULL,29913
9/1/2014,Canada,Propane,60231,217393,NULL,51110
10/1/2014,Canada,Propane,62523,347242,NULL,46114
11/1/2014,Canada,Propane,55520,325284,NULL,73437
12/1/2014,Canada,Propane,78713,452809,NULL,94270
1/1/2015,Canada,Propane,63640,469590,NULL,111890
2/1/2015,Canada,Propane,70677,476422,NULL,109350
3/1/2015,Canada,Propane,51623,451176,NULL,85082
4/1/2015,Canada,Propane,66049,347367,NULL,45523
5/1/2015,Canada,Propane,54409,328232,NULL,26391
6/1/2015,Canada,Propane,87005,352530,NULL,25422
7/1/2015,Canada,Propane,73464,328955,NULL,25634
8/1/2015,Canada,Propane,81923,335117,NULL,34369
9/1/2015,Canada,Propane,63532,354914,NULL,42318
10/1/2015,Canada,Propane,64302,431639,NULL,58679
11/1/2015,Canada,Propane,90493,517351,NULL,59586
12/1/2015,Canada,Propane,45110,629803,NULL,64996
1/1/2016,Canada,Propane,106660,595184,NULL,86176
2/1/2016,Canada,Propane,94430,562407,NULL,89586
3/1/2016,Canada,Propane,48097,483213,NULL,55817
4/1/2016,Canada,Propane,50460,388231,NULL,46483
5/1/2016,Canada,Propane,2150,384334,NULL,40230
6/1/2016,Canada,Propane,8297,334245,NULL,27868
7/1/2016,Canada,Propane,40392,355804,NULL,19616
8/1/2016,Canada,Propane,NULL,380802,NULL,28076
9/1/2016,Canada,Propane,4778,408718,NULL,30963
10/1/2016,Canada,Propane,80749,515460,NULL,36925
11/1/2016,Canada,Propane,12900,531384,NULL,50433
12/1/2016,Canada,Propane,NULL,690703,NULL,67505
1/1/2017,Canada,Propane,NULL,799778,NULL,86605
2/1/2017,Canada,Propane,NULL,661652,NULL,66923
3/1/2017,Canada,Propane,69257,551824,NULL,63857
4/1/2017,Canada,Propane,49997,399391,NULL,33370
5/1/2017,Canada,Propane,10922,387948,NULL,43638
6/1/2017,Canada,Propane,55764,420802,NULL,20816
7/1/2017,Canada,Propane,99433,461132,NULL,22538
8/1/2017,Canada,Propane,7078,455736,NULL,27061
9/1/2017,Canada,Propane,79468,564338,NULL,21410
10/1/2017,Canada,Propane,72332,607011,NULL,30506
11/1/2017,Canada,Propane,89407,709670,NULL,75564
12/1/2017,Canada,Propane,52929,854904,NULL,68820
1/1/2018,Canada,Propane,33209,895358,NULL,85793
2/1/2018,Canada,Propane,61105,679853,NULL,58000
3/1/2018,Canada,Propane,55751,697051,NULL,73708
4/1/2018,Canada,Propane,78032,533304,NULL,54531
5/1/2018,Canada,Propane,72398,521079,NULL,29319
6/1/2018,Canada,Propane,79752,496347,NULL,20699
7/1/2018,Canada,Propane,90103,451478,NULL,14131
8/1/2018,Canada,Propane,70189,444964,NULL,40417
9/1/2018,Canada,Propane,87676,480606,NULL,16285
10/1/2018,Canada,Propane,73513,609003,NULL,38559
11/1/2018,Canada,Propane,74381,699773,NULL,43804
12/1/2018,Canada,Propane,98441,920912,NULL,66496
1/1/2019,Canada,Propane,86245,984184,NULL,80333
2/1/2019,Canada,Propane,46319,825773,NULL,77626
1/1/1990,MB,Propane,NULL,19337,NULL,5923
2/1/1990,MB,Propane,NULL,8532,NULL,5112
3/1/1990,MB,Propane,NULL,5077,NULL,4577
4/1/1990,MB,Propane,NULL,7487,NULL,3668
5/1/1990,MB,Propane,NULL,5419,NULL,3591
6/1/1990,MB,Propane,NULL,5530,NULL,2791
7/1/1990,MB,Propane,NULL,3925,NULL,2396
8/1/1990,MB,Propane,NULL,13815,NULL,4853
9/1/1990,MB,Propane,NULL,13235,NULL,3395
10/1/1990,MB,Propane,NULL,15421,NULL,2384
11/1/1990,MB,Propane,NULL,14437,NULL,4613
12/1/1990,MB,Propane,NULL,18608,NULL,6177
1/1/1991,MB,Propane,NULL,19371,NULL,4257
2/1/1991,MB,Propane,NULL,9132,NULL,1786
3/1/1991,MB,Propane,NULL,9602,NULL,2193
4/1/1991,MB,Propane,NULL,6213,NULL,1301
5/1/1991,MB,Propane,NULL,4728,NULL,1456
6/1/1991,MB,Propane,NULL,4270,NULL,1221
7/1/1991,MB,Propane,NULL,4939,NULL,2484
8/1/1991,MB,Propane,NULL,9193,NULL,3951
9/1/1991,MB,Propane,NULL,11378,NULL,3746
10/1/1991,MB,Propane,NULL,10924,NULL,5481
11/1/1991,MB,Propane,NULL,13651,NULL,5235
12/1/1991,MB,Propane,NULL,14547,NULL,4113
1/1/1992,MB,Propane,NULL,18540,NULL,4928
2/1/1992,MB,Propane,NULL,13903,NULL,4331
3/1/1992,MB,Propane,NULL,10548,NULL,4188
4/1/1992,MB,Propane,NULL,10434,NULL,3390
5/1/1992,MB,Propane,NULL,9794,NULL,2155
6/1/1992,MB,Propane,NULL,4938,NULL,1308
7/1/1992,MB,Propane,NULL,9910,NULL,2465
8/1/1992,MB,Propane,NULL,11965,NULL,5220
9/1/1992,MB,Propane,NULL,12294,NULL,10980
10/1/1992,MB,Propane,NULL,14566,NULL,8733
11/1/1992,MB,Propane,NULL,27849,NULL,5872
12/1/1992,MB,Propane,NULL,25300,NULL,7388
1/1/1993,MB,Propane,NULL,19781,NULL,5100
2/1/1993,MB,Propane,NULL,18303,NULL,8222
3/1/1993,MB,Propane,NULL,22563,NULL,5195
4/1/1993,MB,Propane,NULL,10377,NULL,1993
5/1/1993,MB,Propane,NULL,5624,NULL,1506
6/1/1993,MB,Propane,NULL,6585,NULL,1846
7/1/1993,MB,Propane,NULL,8191,NULL,1299
8/1/1993,MB,Propane,NULL,9678,NULL,8081
9/1/1993,MB,Propane,NULL,14338,NULL,7428
10/1/1993,MB,Propane,NULL,18777,NULL,4990
11/1/1993,MB,Propane,NULL,17998,NULL,7166
12/1/1993,MB,Propane,NULL,21468,NULL,7761
1/1/1994,MB,Propane,NULL,23052,NULL,8669
2/1/1994,MB,Propane,NULL,19990,NULL,6500
3/1/1994,MB,Propane,NULL,14999,NULL,4271
4/1/1994,MB,Propane,9325,10381,NULL,2296
5/1/1994,MB,Propane,23743,8242,NULL,1234
6/1/1994,MB,Propane,26830,11627,NULL,1149
7/1/1994,MB,Propane,28550,11481,NULL,1340
8/1/1994,MB,Propane,27799,16023,NULL,5783
9/1/1994,MB,Propane,30275,12037,NULL,4301
10/1/1994,MB,Propane,27061,15045,NULL,3005
11/1/1994,MB,Propane,28075,18155,NULL,5371
12/1/1994,MB,Propane,37359,27997,NULL,6480
1/1/1995,MB,Propane,51564,23662,NULL,6470
2/1/1995,MB,Propane,50335,21414,NULL,6294
3/1/1995,MB,Propane,56072,13068,NULL,4905
4/1/1995,MB,Propane,34700,11727,NULL,3062
5/1/1995,MB,Propane,36480,12636,NULL,2175
6/1/1995,MB,Propane,42881,9559,NULL,1212
7/1/1995,MB,Propane,41933,8009,NULL,756
8/1/1995,MB,Propane,48022,8840,NULL,3830
9/1/1995,MB,Propane,45494,11397,NULL,4632
10/1/1995,MB,Propane,50198,13589,NULL,2181
11/1/1995,MB,Propane,46235,19219,NULL,5809
12/1/1995,MB,Propane,52760,18212,NULL,8096
1/1/1996,MB,Propane,46547,19412,NULL,7627
2/1/1996,MB,Propane,55223,22965,NULL,4743
3/1/1996,MB,Propane,54562,11215,NULL,5928
4/1/1996,MB,Propane,56921,8285,NULL,3298
5/1/1996,MB,Propane,44331,5135,NULL,2581
6/1/1996,MB,Propane,39938,2625,NULL,1247
7/1/1996,MB,Propane,38984,8171,NULL,754
8/1/1996,MB,Propane,39297,10335,NULL,3996
9/1/1996,MB,Propane,47081,13000,NULL,4443
10/1/1996,MB,Propane,34631,11860,NULL,2181
11/1/1996,MB,Propane,50467,20040,NULL,4983
12/1/1996,MB,Propane,48838,20174,NULL,4983
1/1/1997,MB,Propane,58751,15177,NULL,6446
2/1/1997,MB,Propane,60596,12879,NULL,7529
3/1/1997,MB,Propane,51421,5480,NULL,5923
4/1/1997,MB,Propane,47717,6801,NULL,3485
5/1/1997,MB,Propane,83083,5862,NULL,1343
6/1/1997,MB,Propane,81250,6423,NULL,1101
7/1/1997,MB,Propane,77183,6206,NULL,3179
8/1/1997,MB,Propane,73852,5651,NULL,6979
9/1/1997,MB,Propane,79801,11849,NULL,5120
10/1/1997,MB,Propane,76702,13491,NULL,5592
11/1/1997,MB,Propane,78614,17026,NULL,9213
12/1/1997,MB,Propane,100606,18392,NULL,7856
1/1/1998,MB,Propane,99278,16283,NULL,15422
2/1/1998,MB,Propane,104972,15239,NULL,8710
3/1/1998,MB,Propane,75923,11800,NULL,9850
4/1/1998,MB,Propane,104856,9636,NULL,4058
5/1/1998,MB,Propane,102633,9890,NULL,1967
6/1/1998,MB,Propane,62894,9002,NULL,2709
7/1/1998,MB,Propane,72522,7185,NULL,4309
8/1/1998,MB,Propane,78749,5768,NULL,8046
9/1/1998,MB,Propane,90745,9973,NULL,4152
10/1/1998,MB,Propane,69893,18548,NULL,6548
11/1/1998,MB,Propane,74621,18657,NULL,6364
12/1/1998,MB,Propane,94869,19991,NULL,12084
1/1/1999,MB,Propane,93601,31979,NULL,14945
2/1/1999,MB,Propane,83484,14535,NULL,9481
3/1/1999,MB,Propane,69887,8900,NULL,6207
4/1/1999,MB,Propane,69320,5741,NULL,3363
5/1/1999,MB,Propane,74552,5283,NULL,2753
6/1/1999,MB,Propane,71072,3211,NULL,2610
7/1/1999,MB,Propane,67324,7189,NULL,2686
8/1/1999,MB,Propane,95532,8561,NULL,10899
9/1/1999,MB,Propane,79782,13664,NULL,11386
10/1/1999,MB,Propane,92168,20487,NULL,9357
11/1/1999,MB,Propane,81933,24547,NULL,8748
12/1/1999,MB,Propane,84534,29766,NULL,13486
1/1/2000,MB,Propane,98314,37660,NULL,8926
2/1/2000,MB,Propane,81102,42254,NULL,9834
3/1/2000,MB,Propane,81521,13795,NULL,4188
4/1/2000,MB,Propane,67265,8476,NULL,3274
5/1/2000,MB,Propane,82673,9415,NULL,4596
6/1/2000,MB,Propane,75253,10328,NULL,2788
7/1/2000,MB,Propane,72744,4731,NULL,5312
8/1/2000,MB,Propane,73437,7565,NULL,13887
9/1/2000,MB,Propane,74829,18680,NULL,7027
10/1/2000,MB,Propane,78143,43348,NULL,5735
11/1/2000,MB,Propane,81008,51443,NULL,10874
12/1/2000,MB,Propane,83782,71288,NULL,15957
1/1/2001,MB,Propane,81981,68817,NULL,15548
2/1/2001,MB,Propane,31143,46463,NULL,13078
3/1/2001,MB,Propane,25976,19297,NULL,5393
4/1/2001,MB,Propane,28248,7745,NULL,6271
5/1/2001,MB,Propane,20276,9909,NULL,2563
6/1/2001,MB,Propane,10625,8208,NULL,3331
7/1/2001,MB,Propane,8496,12482,NULL,5436
8/1/2001,MB,Propane,11629,16957,NULL,9154
9/1/2001,MB,Propane,13862,22107,NULL,8395
10/1/2001,MB,Propane,25158,45990,NULL,9857
11/1/2001,MB,Propane,28453,52780,NULL,10559
12/1/2001,MB,Propane,25697,56101,NULL,13963
1/1/2002,MB,Propane,36982,57054,NULL,21092
2/1/2002,MB,Propane,36352,37267,NULL,12293
3/1/2002,MB,Propane,30735,26954,NULL,15024
4/1/2002,MB,Propane,38290,12242,NULL,12689
5/1/2002,MB,Propane,18677,14269,NULL,6801
6/1/2002,MB,Propane,19759,17429,NULL,3028
7/1/2002,MB,Propane,8759,11063,NULL,4768
8/1/2002,MB,Propane,7682,20328,NULL,10680
9/1/2002,MB,Propane,10506,27913,NULL,9688
10/1/2002,MB,Propane,20160,52283,NULL,10627
11/1/2002,MB,Propane,36163,66526,NULL,12484
12/1/2002,MB,Propane,38479,85690,NULL,13969
1/1/2003,MB,Propane,35334,69418,NULL,17999
2/1/2003,MB,Propane,44134,55549,NULL,18637
3/1/2003,MB,Propane,38647,47882,NULL,11760
4/1/2003,MB,Propane,17341,6766,NULL,4081
5/1/2003,MB,Propane,11058,11975,NULL,2283
6/1/2003,MB,Propane,9177,13917,NULL,3361
7/1/2003,MB,Propane,8143,11843,NULL,7706
8/1/2003,MB,Propane,7226,21195,NULL,13492
9/1/2003,MB,Propane,9809,23928,NULL,7460
10/1/2003,MB,Propane,12552,36078,NULL,11973
11/1/2003,MB,Propane,17455,43268,NULL,10872
12/1/2003,MB,Propane,15866,49697,NULL,17819
1/1/2004,MB,Propane,22423,46038,NULL,23242
2/1/2004,MB,Propane,39118,36721,NULL,15880
3/1/2004,MB,Propane,25288,25806,NULL,6123
4/1/2004,MB,Propane,13150,9650,NULL,1500
5/1/2004,MB,Propane,11590,11469,NULL,1645
6/1/2004,MB,Propane,11452,8036,NULL,1426
7/1/2004,MB,Propane,7697,10212,NULL,2157
8/1/2004,MB,Propane,7487,17570,NULL,3717
9/1/2004,MB,Propane,10860,18819,NULL,5976
10/1/2004,MB,Propane,13828,40716,NULL,4103
11/1/2004,MB,Propane,17613,45180,NULL,4203
12/1/2004,MB,Propane,22285,53134,NULL,6626
1/1/2005,MB,Propane,35344,37146,NULL,6950
2/1/2005,MB,Propane,39721,22161,NULL,5018
3/1/2005,MB,Propane,22172,15262,NULL,5673
4/1/2005,MB,Propane,22889,7708,NULL,984
5/1/2005,MB,Propane,9664,8696,NULL,1023
6/1/2005,MB,Propane,11383,8510,NULL,2186
7/1/2005,MB,Propane,8915,8629,NULL,2515
8/1/2005,MB,Propane,6652,15418,NULL,2190
9/1/2005,MB,Propane,8835,20941,NULL,3324
10/1/2005,MB,Propane,13729,16198,NULL,7364
11/1/2005,MB,Propane,20533,17345,NULL,7070
12/1/2005,MB,Propane,21420,19992,NULL,13472
1/1/2006,MB,Propane,38136,22057,NULL,8230
2/1/2006,MB,Propane,23466,17382,NULL,10308
3/1/2006,MB,Propane,29346,18854,NULL,7932
4/1/2006,MB,Propane,26887,6781,NULL,1161
5/1/2006,MB,Propane,12593,4835,NULL,1602
6/1/2006,MB,Propane,8649,4026,NULL,1940
7/1/2006,MB,Propane,6799,4481,NULL,2604
8/1/2006,MB,Propane,7459,4950,NULL,1304
9/1/2006,MB,Propane,10411,8518,NULL,433
10/1/2006,MB,Propane,16314,16226,NULL,1384
11/1/2006,MB,Propane,21792,12543,NULL,2593
12/1/2006,MB,Propane,29314,15062,NULL,4062
1/1/2007,MB,Propane,36919,14477,NULL,3467
2/1/2007,MB,Propane,33955,12120,NULL,6440
3/1/2007,MB,Propane,48489,12291,NULL,4760
4/1/2007,MB,Propane,22043,6438,NULL,1174
5/1/2007,MB,Propane,16026,5747,NULL,1161
6/1/2007,MB,Propane,8582,4602,NULL,1297
7/1/2007,MB,Propane,7701,6690,NULL,1627
8/1/2007,MB,Propane,5966,9333,NULL,3435
9/1/2007,MB,Propane,5966,9569,NULL,4085
10/1/2007,MB,Propane,4745,15312,NULL,4294
11/1/2007,MB,Propane,4085,16796,NULL,4020
12/1/2007,MB,Propane,2675,14488,NULL,5571
1/1/2008,MB,Propane,24973,22691,NULL,7002
2/1/2008,MB,Propane,20755,16093,NULL,6794
3/1/2008,MB,Propane,24480,19680,NULL,3494
4/1/2008,MB,Propane,15087,7638,NULL,1863
5/1/2008,MB,Propane,7038,7383,NULL,1526
6/1/2008,MB,Propane,7942,6805,NULL,1233
7/1/2008,MB,Propane,4476,7543,NULL,3199
8/1/2008,MB,Propane,2681,5303,NULL,3810
9/1/2008,MB,Propane,2398,6798,NULL,2653
10/1/2008,MB,Propane,4932,13691,NULL,2187
11/1/2008,MB,Propane,6265,17230,NULL,3593
12/1/2008,MB,Propane,9032,20241,NULL,5550
1/1/2009,MB,Propane,23992,18828,NULL,7267
2/1/2009,MB,Propane,26608,15380,NULL,2677
3/1/2009,MB,Propane,14387,12967,NULL,2756
4/1/2009,MB,Propane,12320,3447,NULL,1316
5/1/2009,MB,Propane,8524,4722,NULL,979
6/1/2009,MB,Propane,2966,4496,NULL,1518
7/1/2009,MB,Propane,NULL,6806,NULL,1288
8/1/2009,MB,Propane,6466,9921,NULL,2165
9/1/2009,MB,Propane,12499,9346,NULL,1805
10/1/2009,MB,Propane,5431,19578,NULL,2674
